Timestamp (Unix),ax,ay,az
2023-12-12 01:25:40.264,81,970,464
2023-12-12 01:25:40.266,265,685,141
2023-12-12 01:25:40.266,196,268,822
2023-12-12 01:25:40.267,838,365,916
2023-12-12 01:25:40.268,384,819,955
2023-12-12 01:25:40.269,34,440,53
2023-12-12 01:25:40.269,743,210,962
2023-12-12 01:25:40.270,178,681,829
2023-12-12 01:25:40.271,781311,553,192
2023-12-12 01:25:40.271,823,497,566
2023-12-12 01:25:40.272,494,851,920
2023-12-12 01:25:40.273,987,142,275
2023-12-12 01:25:40.274,554,967,513
2023-12-12 01:25:40.274,746,902,723
2023-12-12 01:25:40.274,684,899,615
2023-12-12 01:25:40.275,616,713,951
2023-12-12 01:25:40.275,829,839,280
2023-12-12 01:25:40.275,435,33,536
2023-12-12 01:25:40.276,545,64,927
2023-12-12 01:25:40.276,421,892,695
2023-12-12 01:25:40.276,72,811,810
2023-12-12 01:25:40.277,619,468,353
2023-12-12 01:25:40.277,969,728,55
2023-12-12 01:25:40.277,655,743,251
2023-12-12 01:25:40.278,422,124,634
2023-12-12 01:25:40.278,385,673,269
2023-12-12 01:25:40.278,18,31,874
2023-12-12 01:25:40.279,993,456,62
2023-12-12 01:25:40.280,979,355,191
2023-12-12 01:25:40.281,341,894,675
2023-12-12 01:25:40.282,354,505,126
2023-12-12 01:25:40.282,542,542,878
2023-12-12 01:25:40.284,713,486,663
2023-12-12 01:25:40.284,256,34,926
2023-12-12 01:25:40.285,70,784,847
2023-12-12 01:25:40.285,818,51,858
2023-12-12 01:25:40.286,936,414,538
2023-12-12 01:25:40.287,265,881,567
2023-12-12 01:25:40.287,435,734,895
2023-12-12 01:25:40.288,7,617,576
2023-12-12 01:25:40.289,154,350,40
2023-12-12 01:25:40.289,485,70,342
2023-12-12 01:25:40.290,219,273,806
2023-12-12 01:25:40.291,612,425,838
2023-12-12 01:25:40.291,714,469,16
2023-12-12 01:25:40.291,702,948,386
2023-12-12 01:25:40.292,547,211,757
2023-12-12 01:25:40.292,502,27,263
2023-12-12 01:25:40.293,394,155,298
2023-12-12 01:25:40.294,875,741,21
2023-12-12 01:25:40.295,288,387,217
2023-12-12 01:25:40.295,510,91,386
2023-12-12 01:25:40.295,8,835,626
2023-12-12 01:25:40.296,244,77,90
2023-12-12 01:25:40.296,368,417,141
2023-12-12 01:25:40.296,381,371,388
2023-12-12 01:25:40.297,710,185,597
2023-12-12 01:25:40.297,789,180,783
2023-12-12 01:25:40.297,322,782,568
2023-12-12 01:25:40.298,305,563,326
2023-12-12 01:25:40.299,652,203,279
2023-12-12 01:25:40.301,893,556,566
2023-12-12 01:25:40.302,632,254,537
2023-12-12 01:25:40.303,730,597,53
2023-12-12 01:25:40.303,783,308,332
2023-12-12 01:25:40.303,755,409,226
2023-12-12 01:25:40.303,610,724,551
2023-12-12 01:25:40.304,839,602,901
2023-12-12 01:25:40.304,143,515,954
2023-12-12 01:25:40.304,833,210,891
2023-12-12 01:25:40.305,720,628,357
2023-12-12 01:25:40.305,780,360,291
2023-12-12 01:25:40.305,554,883,637
2023-12-12 01:25:40.306,529,42,505
2023-12-12 01:25:40.306,811,187,187
2023-12-12 01:25:40.306,185,192,535
2023-12-12 01:25:40.307,330,750,209
2023-12-12 01:25:40.307,230,997,358
2023-12-12 01:25:40.307,916,820,750
2023-12-12 01:25:40.308,862,529,705
2023-12-12 01:25:40.308,62,416,698
2023-12-12 01:25:40.308,943,604,962
2023-12-12 01:25:40.309,889,308,357
2023-12-12 01:25:40.309,12,992,653
2023-12-12 01:25:40.309,705,631,842
2023-12-12 01:25:40.309,622,965,118
2023-12-12 01:25:40.310,113,256,895
2023-12-12 01:25:40.310,216,92,561
2023-12-12 01:25:40.310,930,178,828
2023-12-12 01:25:40.310,595,498,769
2023-12-12 01:25:40.311,783,930,427
2023-12-12 01:25:40.311,506,704,827
2023-12-12 01:25:40.311,670,291,155
2023-12-12 01:25:40.312,22,361,810
2023-12-12 01:25:40.312,283,27,306
2023-12-12 01:25:40.312,597,895,428
2023-12-12 01:25:40.312,496,432,389
2023-12-12 01:25:40.313,116,905,648
2023-12-12 01:25:40.313,870,160,665
