Timestamp (Unix),ax,ay,az
1702339159.457112,Data stream initiated
1702339159.4698758,933,743,262
1702339159.5818915,529,700,508
1702339159.6958919,752,256,256
1702339159.8078911,119,711,351
1702339159.921893,843,705,108
1702339160.0338953,393,330,366
1702339160.1468928,169,932,917
1702339160.2588959,847,972,868
1702339160.372893,980,223,549
1702339160.4848902,592,164,169
1702339160.5978928,551,427,190
1702339160.7118928,624,635,920
1702339160.8274221,944,310,862
1702339160.9374194,484,363,301
1702339161.050417,710,236,876
1702339161.1624186,431,929,397
1702339161.27542,675,491,190
1702339161.3884192,344,134,425
1702339161.500416,629,30,727
1702339161.6134198,126,743,334
1702339161.7264214,104,760,749
1702339161.8394506,620,256,932
1702339161.9524167,572,613,490
1702339162.0644155,509,119,405
1702339162.1764312,695,49,327
1702339162.2897482,719,497,824
1702339162.402811,596,649,356
1702339162.5149188,184,93,245
1702339162.6249273,7,306,509
1702339162.737923,754,352,665
1702339162.8509264,783,738,801
1702339162.9629266,690,330,337
1702339163.0769265,195,656,963
1702339163.1877599,11,427,42
1702339163.300603,106,968,212
1702339163.4118948,1,510,480
1702339163.5246103,658,571,331
1702339163.636992,814,847,564
1702339163.7499726,197,625,438
1702339163.861821,931,18,487
1702339163.9738207,151,187,913
1702339164.087643,179,995,750
1702339164.1998925,750,913,562
1702339164.3131814,134,273,547
1702339164.4261777,521,830,140
