Timestamp (Unix),ax,ay,az
2023-12-12 01:15:40.533,554,625,964
2023-12-12 01:15:40.534,675,458,929
2023-12-12 01:15:40.534,409,782,604
2023-12-12 01:15:40.535,652,309,713
2023-12-12 01:15:40.535,453,796,974
2023-12-12 01:15:40.535,227,48,578
2023-12-12 01:15:40.536,886,538,658
2023-12-12 01:15:40.536,236,912,299
2023-12-12 01:15:40.536,524,717,644
2023-12-12 01:15:40.537,421,769,963
2023-12-12 01:15:40.537,520,485,650
2023-12-12 01:15:40.537,938,193,403
2023-12-12 01:15:40.538,761,22,88
2023-12-12 01:15:40.538,742,863,245
2023-12-12 01:15:40.539,762,143,253
2023-12-12 01:15:40.540,234,601,758
2023-12-12 01:15:40.540,561,536,973
2023-12-12 01:15:40.541,624,646,945
2023-12-12 01:15:40.542,78,162,226
2023-12-12 01:15:40.544,803,383,238
2023-12-12 01:15:40.545,917,372,186
2023-12-12 01:15:40.546,439,650,261
2023-12-12 01:15:40.547,795,998,761
2023-12-12 01:15:40.547,559,466,293
2023-12-12 01:15:40.548,302,900,782
2023-12-12 01:15:40.549,97,637,613
2023-12-12 01:15:40.549,40,22,278
2023-12-12 01:15:40.550,76,672,375
2023-12-12 01:15:40.550,346,817,761
2023-12-12 01:15:40.551,910,128,292
2023-12-12 01:15:40.552,73,455,550
2023-12-12 01:15:40.553,774,617,991
2023-12-12 01:15:40.554,274,293,524
2023-12-12 01:15:40.554,742,259,752
2023-12-12 01:15:40.555,126,640,849
2023-12-12 01:15:40.555,534,707,7
2023-12-12 01:15:40.555,264,795,894
2023-12-12 01:15:40.556,383,995,527
2023-12-12 01:15:40.556,240,788,119
2023-12-12 01:15:40.556,964,644,241
2023-12-12 01:15:40.556,182,820,337
2023-12-12 01:15:40.557,831,452,948
2023-12-12 01:15:40.557,347,656,293
2023-12-12 01:15:40.557,837,277,324
2023-12-12 01:15:40.558,113,647,509
2023-12-12 01:15:40.558,165,235,300
2023-12-12 01:15:40.559,313,109,180
2023-12-12 01:15:40.559,569,226,123
2023-12-12 01:15:40.560,102,438,935
2023-12-12 01:15:40.560,272,489,170
2023-12-12 01:15:40.562,662,490,2
2023-12-12 01:15:40.563,266,41,157
2023-12-12 01:15:40.563,972,240,892
2023-12-12 01:15:40.563,538,189,281
2023-12-12 01:15:40.563,683,538,822
2023-12-12 01:15:40.564,930,980,742
2023-12-12 01:15:40.564,550,150,594
2023-12-12 01:15:40.564,64,729,417
2023-12-12 01:15:40.564,353,698,22
2023-12-12 01:15:40.565,499,112,144
2023-12-12 01:15:40.565,67,308,296
2023-12-12 01:15:40.565,973,26,349
2023-12-12 01:15:40.565,427,271,576
2023-12-12 01:15:40.566,716,582,802
2023-12-12 01:15:40.566,887,820,257
2023-12-12 01:15:40.567,860,346,23
2023-12-12 01:15:40.567,279,208,63
2023-12-12 01:15:40.568,397,776,872
2023-12-12 01:15:40.568,509,748,292
2023-12-12 01:15:40.568,997,592,212
2023-12-12 01:15:40.569,5,165,173
2023-12-12 01:15:40.569,846,548,128
2023-12-12 01:15:40.569,308,448,691
2023-12-12 01:15:40.570,499,326,417
2023-12-12 01:15:40.571,48,966,739
2023-12-12 01:15:40.571,424,288,573
2023-12-12 01:15:40.572,978,327,295
2023-12-12 01:15:40.572,0,375,722
2023-12-12 01:15:40.573,835,129,237
2023-12-12 01:15:40.573,367,281,165
2023-12-12 01:15:40.573,805,826,490
2023-12-12 01:15:40.573,363,200,658
2023-12-12 01:15:40.573,81,247,94
2023-12-12 01:15:40.574,945,42,477
2023-12-12 01:15:40.574,770,158,662
2023-12-12 01:15:40.574,242,172,412
2023-12-12 01:15:40.574,498,212,3
2023-12-12 01:15:40.575,285,993,658
2023-12-12 01:15:40.575,607,76,890
2023-12-12 01:15:40.575,342,344,632
2023-12-12 01:15:40.575,855,386,409
2023-12-12 01:15:40.576,239,494,272
2023-12-12 01:15:40.576,857,146,193
2023-12-12 01:15:40.578,951,854,921
2023-12-12 01:15:40.578,786,358,801
2023-12-12 01:15:40.579,104,574,449
2023-12-12 01:15:40.579,38,255,268
2023-12-12 01:15:40.579,22,709,527
2023-12-12 01:15:40.580,621,425,983
2023-12-12 01:15:40.580,584,803,252
2023-12-12 01:15:40.580,927,254,429
2023-12-12 01:15:40.580,896,454,561
2023-12-12 01:15:40.581,352,746,690
2023-12-12 01:15:40.627,768,581,301
2023-12-12 01:15:40.740,455,774,394
2023-12-12 01:15:40.853,245,322,568
2023-12-12 01:15:40.966,834,448,46
2023-12-12 01:15:41.078,976,809,405
2023-12-12 01:15:41.191,435,999,818
2023-12-12 01:15:41.304,969,170,394
2023-12-12 01:15:41.417,202,527,211
2023-12-12 01:15:41.530,823,877,606
2023-12-12 01:15:41.643,351,533,670
2023-12-12 01:15:41.756,906,427,819
2023-12-12 01:15:41.869,32,676,704
2023-12-12 01:15:41.980,598,55,132
2023-12-12 01:15:42.092,119,886,70
2023-12-12 01:15:42.204,176,92,128
2023-12-12 01:15:42.316,57,686,876
2023-12-12 01:15:42.428,12,405,165
2023-12-12 01:15:42.540,394,530,810
2023-12-12 01:15:42.653,955,786,305
2023-12-12 01:15:42.766,318,564,305
2023-12-12 01:15:42.879,450,552,71
2023-12-12 01:15:42.991,916,743,566
2023-12-12 01:15:43.104,251,554,286
2023-12-12 01:15:43.217,474,185,341
2023-12-12 01:15:43.329,827,666,749
2023-12-12 01:15:43.442,494,208,897
2023-12-12 01:15:43.555,810,228,729
2023-12-12 01:15:43.668,302,884,124
2023-12-12 01:15:43.781,115,810,417
2023-12-12 01:15:43.894,421,74,232
2023-12-12 01:15:44.006,382,12,301
2023-12-12 01:15:44.118,986,810,563
2023-12-12 01:15:44.231,655,419,874
2023-12-12 01:15:44.344,933,705,924
2023-12-12 01:15:44.457,999,859,970
2023-12-12 01:15:44.570,842,124,614
2023-12-12 01:15:44.682,410,828,634
2023-12-12 01:15:44.795,884,503,95
2023-12-12 01:15:44.907,813,105,408
2023-12-12 01:15:45.020,629,100,983
2023-12-12 01:15:45.133,985,371,54
2023-12-12 01:15:45.245,385,710,566
2023-12-12 01:15:45.358,672,135,551
2023-12-12 01:15:45.471,516,778,24
