Timestamp (Unix),ax,ay,az
2023-12-23 20:20:17.724,-0.05, -1.00, 0.01
2023-12-23 20:20:17.725,-0.05, -1.00, 0.01
2023-12-23 20:20:17.726,-0.05, -0.99, 0.01
2023-12-23 20:20:17.726,-0.04, -1.00, 0.01
2023-12-23 20:20:17.727,-0.04, -1.00, 0.01
2023-12-23 20:20:17.728,-0.04, -1.00, 0.01
2023-12-23 20:20:17.729,-0.05, -1.01, 0.02
2023-12-23 20:20:17.730,-0.05, -1.00, 0.01
2023-12-23 20:20:17.730,-0.05, -1.00, 0.01
2023-12-23 20:20:17.731,-0.05, -1.00, 0.02
2023-12-23 20:20:17.732,-0.04, -1.00, 0.01
2023-12-23 20:20:17.733,-0.04, -1.00, 0.02
2023-12-23 20:20:17.733,-0.04, -1.00, 0.02
2023-12-23 20:20:17.734,-0.05, -1.00, 0.01
2023-12-23 20:20:17.735,-0.05, -1.00, 0.01
2023-12-23 20:20:17.736,-0.05, -1.00, 0.01
2023-12-23 20:20:17.737,-0.05, -1.00, 0.01
2023-12-23 20:20:17.738,-0.06, -1.00, 0.02
2023-12-23 20:20:17.738,-0.05, -1.00, 0.01
2023-12-23 20:20:17.739,-0.04, -1.00, 0.02
2023-12-23 20:20:17.739,-0.04, -1.00, 0.02
2023-12-23 20:20:17.740,-0.04, -1.00, 0.02
2023-12-23 20:20:17.741,-0.04, -1.00, 0.01
2023-12-23 20:20:17.741,-0.05, -1.00, 0.01
2023-12-23 20:20:17.742,-0.05, -1.00, 0.01
2023-12-23 20:20:17.742,-0.05, -1.00, 0.02
2023-12-23 20:20:17.743,-0.05, -0.99, 0.01
2023-12-23 20:20:17.744,-0.05, -1.00, 0.01
2023-12-23 20:20:17.745,-0.05, -1.00, 0.02
2023-12-23 20:20:17.745,-0.04, -1.00, 0.01
2023-12-23 20:20:17.746,-0.04, -1.01, 0.01
2023-12-23 20:20:17.747,-0.04, -1.00, 0.01
2023-12-23 20:20:17.747,-0.05, -1.00, 0.01
2023-12-23 20:20:17.748,-0.05, -1.00, 0.01
2023-12-23 20:20:17.749,-0.05, -1.00, 0.02
2023-12-23 20:20:17.750,-0.05, -1.00, 0.02
2023-12-23 20:20:17.750,-0.05, -1.00, 0.02
2023-12-23 20:20:17.754,-0.05, -1.00, 0.02
2023-12-23 20:20:17.755,-0.05, -1.00, 0.01
2023-12-23 20:20:17.756,-0.05, -1.00, 0.01
2023-12-23 20:20:17.756,-0.05, -1.00, 0.02
2023-12-23 20:20:17.756,-0.05, -1.00, 0.02
2023-12-23 20:20:17.757,-0.05, -1.00, 0.02
2023-12-23 20:20:17.757,-0.05, -1.00, 0.02
2023-12-23 20:20:17.758,-0.05, -1.00, 0.02
2023-12-23 20:20:17.758,-0.05, -1.00, 0.02
2023-12-23 20:20:17.758,-0.05, -1.00, 0.02
2023-12-23 20:20:17.759,-0.05, -1.00, 0.02
2023-12-23 20:20:17.759,-0.05, -1.00, 0.02
2023-12-23 20:20:17.759,-0.05, -1.00, 0.02
2023-12-23 20:20:17.760,-0.05, -1.00, 0.02
2023-12-23 20:20:17.760,-0.05, -1.00, 0.02
2023-12-23 20:20:17.761,-0.05, -1.00, 0.02
2023-12-23 20:20:17.761,-0.04, -1.00, 0.02
2023-12-23 20:20:17.761,-0.05, -1.00, 0.02
2023-12-23 20:20:17.762,-0.05, -1.00, 0.01
2023-12-23 20:20:17.762,-0.05, -1.00, 0.02
2023-12-23 20:20:17.762,-0.04, -0.99, 0.01
2023-12-23 20:20:17.763,-0.04, -1.00, 0.01
2023-12-23 20:20:17.763,-0.05, -1.00, 0.01
2023-12-23 20:20:17.763,-0.05, -1.00, 0.02
2023-12-23 20:20:17.764,-0.05, -1.00, 0.02
2023-12-23 20:20:17.764,-0.05, -1.00, 0.02
2023-12-23 20:20:17.765,-0.05, -1.00, 0.01
2023-12-23 20:20:17.765,-0.05, -1.00, 0.01
2023-12-23 20:20:17.765,-0.05, -0.99, 0.01
2023-12-23 20:20:17.766,-0.05, -1.00, 0.01
2023-12-23 20:20:17.766,-0.04, -1.00, 0.02
2023-12-23 20:20:17.766,-0.04, -1.00, 0.02
2023-12-23 20:20:17.767,-0.04, -1.00, 0.02
2023-12-23 20:20:17.768,-0.05, -1.00, 0.02
2023-12-23 20:20:17.771,-0.05, -1.00, 0.02
2023-12-23 20:20:17.771,-0.05, -1.00, 0.02
2023-12-23 20:20:17.772,-0.05, -1.00, 0.02
2023-12-23 20:20:17.773,-0.05, -1.00, 0.01
2023-12-23 20:20:17.773,-0.04, -1.00, 0.02
2023-12-23 20:20:17.773,-0.04, -1.00, 0.02
2023-12-23 20:20:17.774,-0.04, -1.01, 0.01
2023-12-23 20:20:17.774,-0.05, -1.00, 0.01
2023-12-23 20:20:17.774,-0.05, -1.00, 0.01
2023-12-23 20:20:17.775,-0.05, -1.00, 0.01
2023-12-23 20:20:17.775,-0.05, -1.00, 0.02
2023-12-23 20:20:17.775,-0.05, -1.00, 0.01
2023-12-23 20:20:17.776,-0.04, -1.00, 0.02
2023-12-23 20:20:17.776,-0.04, -1.00, 0.02
2023-12-23 20:20:17.776,-0.04, -1.00, 0.01
2023-12-23 20:20:17.777,-0.05, -1.00, 0.02
2023-12-23 20:20:17.777,-0.05, -1.00, 0.01
2023-12-23 20:20:17.777,-0.05, -1.00, 0.02
2023-12-23 20:20:17.778,-0.05, -1.00, 0.02
2023-12-23 20:20:17.778,-0.05, -1.00, 0.02
2023-12-23 20:20:17.778,-0.04, -1.00, 0.02
2023-12-23 20:20:17.779,-0.05, -1.00, 0.02
2023-12-23 20:20:17.779,-0.04, -1.00, 0.02
2023-12-23 20:20:17.779,-0.04, -1.00, 0.02
2023-12-23 20:20:17.780,-0.05, -1.00, 0.02
2023-12-23 20:20:17.780,-0.05, -1.00, 0.01
2023-12-23 20:20:17.780,-0.05, -1.00, 0.02
2023-12-23 20:20:17.781,-0.05, -1.00, 0.02
2023-12-23 20:20:17.781,-0.05, -1.00, 0.02
2023-12-23 20:20:17.781,-0.05, -1.00, 0.01
2023-12-23 20:20:17.782,-0.04, -1.00, 0.01
2023-12-23 20:20:17.782,-0.04, -1.00, 0.01
2023-12-23 20:20:17.783,-0.05, -1.01, 0.02
2023-12-23 20:20:17.783,-0.05, -1.00, 0.01
2023-12-23 20:20:17.783,-0.05, -0.99, 0.02
2023-12-23 20:20:17.784,-0.05, -1.00, 0.02
2023-12-23 20:20:17.786,-0.04, -1.00, 0.01
2023-12-23 20:20:17.787,-0.04, -1.00, 0.02
2023-12-23 20:20:17.787,-0.05, -1.01, 0.01
2023-12-23 20:20:17.787,-0.05, -1.00, 0.01
2023-12-23 20:20:17.788,-0.05, -1.00, 0.02
2023-12-23 20:20:17.788,-0.05, -1.00, 0.02
2023-12-23 20:20:17.788,-0.05, -1.00, 0.01
2023-12-23 20:20:17.789,-0.05, -1.00, 0.01
2023-12-23 20:20:17.789,-0.04, -1.00, 0.01
2023-12-23 20:20:17.790,-0.04, -1.00, 0.02
2023-12-23 20:20:17.790,-0.05, -1.00, 0.01
2023-12-23 20:20:17.790,-0.05, -1.00, 0.02
2023-12-23 20:20:17.791,-0.05, -1.00, 0.02
2023-12-23 20:20:17.791,-0.05, -1.00, 0.01
2023-12-23 20:20:17.791,-0.05, -1.00, 0.02
2023-12-23 20:20:17.792,-0.05, -1.00, 0.02
2023-12-23 20:20:17.792,-0.04, -1.00, 0.02
2023-12-23 20:20:17.793,-0.04, -1.00, 0.01
2023-12-23 20:20:17.794,-0.05, -1.00, 0.01
2023-12-23 20:20:17.794,-0.05, -1.00, 0.01
2023-12-23 20:20:17.794,-0.05, -1.00, 0.02
2023-12-23 20:20:17.795,-0.05, -1.00, 0.02
2023-12-23 20:20:17.795,-0.05, -1.00, 0.02
2023-12-23 20:20:17.796,-0.05, -1.00, 0.01
2023-12-23 20:20:17.796,-0.04, -1.00, 0.02
2023-12-23 20:20:17.796,-0.04, -1.00, 0.01
2023-12-23 20:20:17.797,-0.05, -1.00, 0.01
2023-12-23 20:20:17.797,-0.04, -1.00, 0.01
2023-12-23 20:20:17.797,-0.05, -1.00, 0.02
2023-12-23 20:20:17.798,-0.05, -1.00, 0.01
2023-12-23 20:20:17.798,-0.05, -1.00, 0.02
2023-12-23 20:20:17.798,-0.05, -1.00, 0.01
2023-12-23 20:20:17.799,-0.05, -1.00, 0.02
2023-12-23 20:20:17.799,-0.04, -1.00, 0.02
2023-12-23 20:20:17.799,-0.05, -1.00, 0.01
2023-12-23 20:20:17.800,-0.05, -1.00, 0.01
2023-12-23 20:20:17.800,-0.05, -1.00, 0.02
2023-12-23 20:20:17.800,-0.05, -1.00, 0.01
2023-12-23 20:20:17.803,-0.05, -1.00, 0.01
2023-12-23 20:20:17.803,-0.05, -1.00, 0.02
2023-12-23 20:20:17.804,-0.05, -1.00, 0.01
2023-12-23 20:20:17.804,-0.05, -1.00, 0.01
2023-12-23 20:20:17.805,-0.05, -1.00, 0.01
2023-12-23 20:20:17.805,-0.05, -1.00, 0.02
2023-12-23 20:20:17.805,-0.05, -1.00, 0.01
2023-12-23 20:20:17.806,-0.05, -1.00, 0.02
2023-12-23 20:20:17.806,-0.05, -1.00, 0.02
2023-12-23 20:20:17.806,-0.05, -1.00, 0.02
2023-12-23 20:20:17.807,-0.04, -1.00, 0.02
2023-12-23 20:20:17.807,-0.04, -1.00, 0.02
2023-12-23 20:20:17.807,-0.05, -1.00, 0.01
2023-12-23 20:20:17.808,-0.05, -1.00, 0.01
2023-12-23 20:20:17.808,-0.05, -1.00, 0.01
2023-12-23 20:20:17.808,-0.05, -1.00, 0.01
2023-12-23 20:20:17.809,-0.05, -1.00, 0.02
2023-12-23 20:20:17.809,-0.05, -1.00, 0.02
2023-12-23 20:20:17.809,-0.05, -1.00, 0.01
2023-12-23 20:20:17.810,-0.05, -1.00, 0.02
2023-12-23 20:20:17.810,-0.05, -1.00, 0.02
2023-12-23 20:20:17.810,-0.05, -1.00, 0.02
2023-12-23 20:20:17.811,-0.05, -1.00, 0.02
2023-12-23 20:20:17.811,-0.05, -1.00, 0.02
2023-12-23 20:20:17.811,-0.05, -1.00, 0.02
2023-12-23 20:20:17.812,-0.05, -1.00, 0.01
2023-12-23 20:20:17.812,-0.04, -0.99, 0.01
2023-12-23 20:20:17.812,-0.05, -1.00, 0.02
2023-12-23 20:20:17.813,-0.04, -1.00, 0.01
2023-12-23 20:20:17.813,-0.05, -1.00, 0.02
2023-12-23 20:20:17.815,-0.05, -1.00, 0.02
2023-12-23 20:20:17.815,-0.05, -1.00, 0.02
2023-12-23 20:20:17.816,-0.05, -1.00, 0.02
2023-12-23 20:20:17.816,-0.05, -1.00, 0.02
2023-12-23 20:20:17.816,-0.05, -1.00, 0.01
2023-12-23 20:20:17.817,-0.04, -1.00, 0.01
2023-12-23 20:20:17.817,-0.05, -1.00, 0.02
2023-12-23 20:20:17.818,-0.05, -1.00, 0.01
2023-12-23 20:20:17.819,-0.05, -1.00, 0.02
2023-12-23 20:20:17.820,-0.05, -1.00, 0.02
2023-12-23 20:20:17.820,-0.05, -1.00, 0.01
2023-12-23 20:20:17.821,-0.05, -1.00, 0.01
2023-12-23 20:20:17.821,-0.05, -1.00, 0.02
2023-12-23 20:20:17.822,-0.05, -1.00, 0.01
2023-12-23 20:20:17.822,-0.04, -1.00, 0.02
2023-12-23 20:20:17.822,-0.04, -1.00, 0.02
2023-12-23 20:20:17.823,-0.04, -1.00, 0.02
2023-12-23 20:20:17.823,-0.05, -1.01, 0.02
2023-12-23 20:20:17.823,-0.05, -1.00, 0.02
2023-12-23 20:20:17.824,-0.05, -1.00, 0.01
2023-12-23 20:20:17.824,-0.05, -1.00, 0.01
2023-12-23 20:20:17.824,-0.05, -1.00, 0.02
2023-12-23 20:20:17.825,-0.05, -1.00, 0.02
2023-12-23 20:20:17.825,-0.05, -1.00, 0.01
2023-12-23 20:20:17.825,-0.04, -1.00, 0.01
2023-12-23 20:20:17.826,-0.04, -1.00, 0.02
2023-12-23 20:20:17.826,-0.04, -1.00, 0.02
2023-12-23 20:20:17.826,-0.05, -1.00, 0.02
2023-12-23 20:20:17.827,-0.05, -1.00, 0.01
2023-12-23 20:20:17.827,-0.05, -1.00, 0.02
2023-12-23 20:20:17.827,-0.05, -1.00, 0.02
2023-12-23 20:20:17.828,-0.04, -1.00, 0.02
2023-12-23 20:20:17.828,-0.04, -1.00, 0.01
2023-12-23 20:20:17.828,-0.04, -1.00, 0.01
2023-12-23 20:20:17.829,-0.05, -1.00, 0.02
2023-12-23 20:20:17.829,-0.05, -1.00, 0.02
2023-12-23 20:20:17.829,-0.05, -1.00, 0.02
2023-12-23 20:20:17.830,-0.05, -1.00, 0.02
2023-12-23 20:20:17.830,-0.05, -1.00, 0.02
2023-12-23 20:20:17.831,-0.05, -1.00, 0.02
2023-12-23 20:20:17.831,-0.05, -1.00, 0.01
2023-12-23 20:20:17.831,-0.04, -0.99, 0.01
2023-12-23 20:20:17.832,-0.04, -0.99, 0.01
2023-12-23 20:20:17.832,-0.04, -1.00, 0.02
2023-12-23 20:20:17.832,-0.04, -1.01, 0.01
2023-12-23 20:20:17.833,-0.05, -1.01, 0.02
2023-12-23 20:20:17.833,-0.06, -1.00, 0.02
2023-12-23 20:20:17.833,-0.05, -0.99, 0.01
2023-12-23 20:20:17.835,-0.05, -0.99, 0.01
2023-12-23 20:20:17.836,-0.05, -0.99, 0.02
2023-12-23 20:20:17.836,-0.04, -1.00, 0.01
2023-12-23 20:20:17.837,-0.04, -1.01, 0.02
2023-12-23 20:20:17.837,-0.04, -1.01, 0.02
2023-12-23 20:20:17.838,-0.05, -1.01, 0.02
2023-12-23 20:20:17.838,-0.05, -1.00, 0.01
2023-12-23 20:20:17.839,-0.05, -0.98, 0.02
2023-12-23 20:20:17.839,-0.05, -0.98, 0.02
2023-12-23 20:20:17.839,-0.04, -1.00, 0.01
2023-12-23 20:20:17.840,-0.04, -0.99, 0.01
2023-12-23 20:20:17.840,-0.04, -1.01, 0.01
2023-12-23 20:20:17.840,-0.04, -1.01, 0.01
2023-12-23 20:20:17.841,-0.04, -1.00, 0.01
2023-12-23 20:20:17.841,-0.06, -1.00, 0.01
2023-12-23 20:20:17.841,-0.05, -0.99, 0.01
2023-12-23 20:20:17.842,-0.05, -0.99, 0.02
2023-12-23 20:20:17.842,-0.05, -1.00, 0.02
2023-12-23 20:20:17.842,-0.04, -1.00, 0.02
2023-12-23 20:20:17.843,-0.05, -1.01, 0.02
2023-12-23 20:20:17.843,-0.04, -1.00, 0.02
2023-12-23 20:20:17.843,-0.04, -1.00, 0.02
2023-12-23 20:20:17.844,-0.05, -1.00, 0.01
2023-12-23 20:20:17.844,-0.05, -1.00, 0.02
2023-12-23 20:20:17.845,-0.05, -1.00, 0.02
2023-12-23 20:20:17.845,-0.05, -1.00, 0.02
2023-12-23 20:20:17.845,-0.04, -0.99, 0.02
2023-12-23 20:20:17.846,-0.04, -1.00, 0.02
2023-12-23 20:20:17.846,-0.05, -1.02, 0.02
2023-12-23 20:20:17.846,-0.04, -0.99, 0.01
2023-12-23 20:20:17.847,-0.05, -1.00, 0.02
2023-12-23 20:20:17.847,-0.05, -0.99, 0.01
2023-12-23 20:20:17.847,-0.04, -0.99, 0.01
2023-12-23 20:20:17.848,-0.05, -1.00, 0.01
2023-12-23 20:20:17.848,-0.05, -1.01, 0.02
2023-12-23 20:20:17.848,-0.05, -1.01, 0.02
2023-12-23 20:20:17.849,-0.05, -1.00, 0.02
2023-12-23 20:20:17.849,-0.05, -1.00, 0.01
2023-12-23 20:20:17.849,-0.05, -1.00, 0.01
2023-12-23 20:20:17.850,-0.04, -0.99, 0.01
2023-12-23 20:20:17.850,-0.04, -0.99, 0.01
2023-12-23 20:20:17.851,-0.04, -1.01, 0.01
2023-12-23 20:20:17.852,-0.04, -1.01, 0.01
2023-12-23 20:20:17.852,-0.04, -1.01, 0.02
2023-12-23 20:20:17.853,-0.05, -1.00, 0.01
2023-12-23 20:20:17.853,-0.05, -1.00, 0.01
2023-12-23 20:20:17.853,-0.05, -0.99, 0.02
2023-12-23 20:20:17.854,-0.06, -1.01, 0.01
2023-12-23 20:20:17.854,-0.04, -0.99, 0.01
