Timestamp (Unix),ax,ay,az
2023-12-23 21:09:02.339,0.02, 0.16, -1.03
2023-12-23 21:09:02.339,-0.02, 0.15, -1.04
2023-12-23 21:09:02.340,-0.01, 0.16, -1.03
2023-12-23 21:09:02.341,-0.01, 0.15, -1.03
2023-12-23 21:09:02.341,-1.04
2023-12-23 21:09:02.341,-0.02, 0.16, -1.04
2023-12-23 21:09:02.342,-0.02, 0.16, -1.03
2023-12-23 21:09:02.343,-0.02, 0.16, -1.03
2023-12-23 21:09:02.344,-0.02, 0.15, -1.04
2023-12-23 21:09:02.345,-0.01, 0.16, -1.03
2023-12-23 21:09:02.346,-0.01, 0.15, -1.03
2023-12-23 21:09:02.346,-0.06, -0.50, -0.90
2023-12-23 21:09:02.347,-0.06, -0.50, -0.90
2023-12-23 21:09:02.348,-0.07, -0.50, -0.90
2023-12-23 21:09:02.348,-0.06, -0.50, -0.90
2023-12-23 21:09:02.348,-0.06, -0.50, -0.90
2023-12-23 21:09:02.349,-0.05, -0.50, -0.90
2023-12-23 21:09:02.349,-0.06, -0.50, -0.90
2023-12-23 21:09:02.350,-0.06, -0.49, -0.90
2023-12-23 21:09:02.350,-0.06, -0.49, -0.90
2023-12-23 21:09:02.350,-0.06, -0.50, -0.90
2023-12-23 21:09:02.351,-0.07, -0.50, -0.90
2023-12-23 21:09:02.351,-0.06, -0.50, -0.90
2023-12-23 21:09:02.352,-0.06, -0.50, -0.90
2023-12-23 21:09:02.353,-0.06, -0.50, -0.90
2023-12-23 21:09:02.353,-0.06, -0.50, -0.90
2023-12-23 21:09:02.354,-0.06, -0.50, -0.90
2023-12-23 21:09:02.354,-0.06, -0.50, -0.90
2023-12-23 21:09:02.355,-0.05, -0.49, -0.92
2023-12-23 21:09:02.356,-0.05, -0.50, -0.90
2023-12-23 21:09:02.356,-0.06, -0.50, -0.88
2023-12-23 21:09:02.357,-0.04, -0.51, -0.91
2023-12-23 21:09:02.357,-0.06, -0.50, -0.89
2023-12-23 21:09:02.358,-0.06, -0.50, -0.90
2023-12-23 21:09:02.359,-0.06, -0.50, -0.89
